objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Fury of Dracula","181279","0","","0","1","0","0","0","0","0","0","0","3","","3rd Edition","","","","42261039","7.21174","7.497","3.2415","234","22042","thing","Fury of Dracula (Third/Fourth Edition)","2","5","180","180","120","2015","2,3,4,5","3,5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","32.37","USD","","","2016-09-04","Barnes & Noble","","","","","Fantasy Flight Games","English","2015","English third edition"
"FUSE","171273","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","34462669","6.74182","7.04277","1.6714","680","11136","thing","FUSE","1","5","10","10","10","2015","1,2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Game","173090","7","2","0","1","0","0","0","0","0","0","0","3","","","","","","33879081","6.50367","6.71051","1.2525","1054","14305","thing","The Game","1","5","20","20","20","2015","1,2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Game of 49","159492","0","","0","1","0","0","0","0","0","0","0","3","","","","","","54377865","5.85929","6.39662","1.6452","3282","2074","thing","The Game of 49","2","5","45","45","45","2014","3,4,5","5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","8.97","USD","","","2018-05-11","Barnes & Noble","1","2nd copy from Marshalls ($5?)","","","","","",""
"A Game of Thrones: Hand of the King","205610","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","54883409","6.28157","6.67288","1.1806","1513","6869","thing","A Game of Thrones: Hand of the King","2","4","30","30","15","2016","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","2.92","USD","","","2018-10-09","Barnes & Noble","1","","","","","","",""
"Gears of War: The Board Game","42776","0","","0","1","0","0","0","0","0","0","0","4","","","","","","29078479","6.89465","7.46822","2.8844","509","7435","thing","Gears of War: The Board Game","1","4","180","180","60","2011","1,2,3,4","","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","75","USD","","","","Ebay","1","","","","","","",""
"Get Bit!","30539","6","1","0","1","1","0","0","0","0","0","0","4","","","","","","30957621","5.99168","6.14796","1.1187","2526","10561","thing","Get Bit!","3","6","20","20","20","2007","3,4,5,6","5,6","6+","No necessary in-game text","","","","","","standalone","","18.95","USD","","","2015-11-25","Amazon","1","","","","","","",""
"Gizmos","246192","0","3","0","1","0","0","0","0","0","0","0","4","","","","","","58325574","7.08758","7.44021","2.0252","320","11314","thing","Gizmos","2","4","50","50","40","2018","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","29.99","USD","","","2020-09-23","Half Price Books","1","","","","","","",""
"Gizmos: Lost Designs Promo Set","258067","0","","0","1","0","0","0","0","0","0","0","1","","","","","","74707566","5.53492","7.42432","2","0","267","thing","Gizmos: Lost Designs Promo Set","2","4","50","50","40","2018","2,3,4","4","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Gloomhaven","174430","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","42277650","8.52992","8.76496","3.8658","1","73899","thing","Gloomhaven","1","4","120","120","60","2017","1,2,3,4","3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Glüx","207207","7.5","6","0","1","0","0","0","0","0","0","0","1","","","","","","42508465","6.2145","7.12655","1.6176","1706","1859","thing","Glüx","2","4","45","45","30","2016","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Godfather: Corleone's Empire","195539","0","","0","1","0","0","0","0","0","0","0","4","","","","","","53310715","7.06495","7.54682","2.6127","344","9410","thing","The Godfather: Corleone's Empire","2","5","90","90","60","2017","2,3,4,5","4","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","16","USD","","","2019-02-08","Marshalls","1","","","","","","",""
"Gold West","154086","7","2","0","1","0","0","0","0","0","0","0","3","","","","","","71119085","6.64067","7.36833","2.4444","827","3126","thing","Gold West","2","4","60","60","45","2015","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","24","USD","","","2020-04-27","Miniature Market","1","","","","","","",""
"The Grizzled","171668","8","1","0","1","0","0","0","0","0","0","0","3","","","","","","33878987","6.96481","7.1879","1.946","432","20652","thing","The Grizzled","2","5","30","30","30","2015","3,4,5","4,5","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"The Grizzled: At Your Orders!","194562","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42918292","6.68747","7.67352","2.2353","0","7566","thing","The Grizzled: At Your Orders!","1","5","30","30","30","2016","1,2,3,4,5","4,5","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","14.99","USD","","","2017-06-01","Orcs Forge Games","1","","","","","","",""
"Gùgōng","250458","0","","0","1","0","0","0","0","0","0","0","3","","","","","","75626395","7.09522","7.51703","3.0792","315","9534","thing","Gùgōng","1","5","90","90","60","2018","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","24","USD","","","2020-09-16","Miniature Market","1","","","","","","",""
"Hail Hydra","256877","0","","0","1","0","0","0","0","0","0","0","3","","","","","","53790282","5.95575","6.61274","1.8667","2712","3305","thing","Hail Hydra","5","8","75","75","40","2018","5,6,7,8","6","8","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","15.38","USD","","","2018-11-17","Gamestop","1","Clearance item.  Total $16.53","","","","","",""
"Hako Onna","233848","0","","0","1","0","0","0","0","0","0","0","3","","","","","","65715436","5.56136","6.3914","2.7143","9308","552","thing","Hako Onna","3","5","120","120","90","2016","3,4,5","5","","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","22.49","USD","","","2019-10-11","Miniature Market","1","","","","","","",""
"Hanabi","98778","8","1","0","1","0","0","0","0","0","0","0","1","","","","","","28761138","6.97928","7.07712","1.6997","415","66540","thing","Hanabi","2","5","25","25","25","2010","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Hanamikoji","158600","0","1","0","1","0","0","0","0","0","0","0","4","","","","","","51117662","7.26019","7.53254","1.7109","213","19750","thing","Hanamikoji","2","2","15","15","15","2013","2","2","8+","No necessary in-game text","","","","","","standalone","","20","USD","","","2018-08-02","Gen Con 2018","","","","","","","",""
"Hansa Teutonica: Big Box","286749","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","78422185","6.67887","8.48964","2.75","0","3795","thing","Hansa Teutonica: Big Box","3","5","90","90","45","2020","3,4,5","5","10+","No necessary in-game text","","","","","","standalone","","39.99","USD","","","2021-01-06","Miniature Market","1","","","","Pegasus Spiele","English; German","2020","English/German edition"
"Hive Pocket","154597","0","5","0","1","0","0","0","0","0","0","0","3","","","","","","82486348","7.32317","7.69695","2.296","0","20700","thing","Hive Pocket","2","2","20","20","20","2010","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Homeland: The Game","160968","0","","0","1","0","0","0","0","0","0","0","3","","","","","","61937244","5.9168","6.57465","2.6522","2925","2617","thing","Homeland: The Game","3","6","90","90","90","2015","3,4,5,6","5","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","9.5","USD","","","2019-07-10","Amazon","1","","","","","","",""
"Honshū","207336","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","67041138","6.55976","6.96936","1.9625","950","7270","thing","Honshū","2","5","30","30","30","2016","2,3,4,5","","8+","No necessary in-game text","","","","","","standalone","","","","","","2019-12-25","","","Christmas present 2019","","","","","",""
"Horrified","282524","7.8","1","2","1","0","0","0","0","0","0","0","4","Played demo at Gen Con 2019 with only one monster so easy win.","","","","","62469882","7.34638","7.80925","2.0319","167","17451","thing","Horrified","1","5","60","60","60","2019","1,2,3,4,5","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","26.24","USD","","","2019-10-16","Target","1","Guessing on price and date","","","","","",""
"Hostage Negotiator","134253","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","36111149","6.48284","6.87591","2","1097","8754","thing","Hostage Negotiator","1","1","20","20","20","2015","1","1","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","Gen Con","","","","","","","",""
"Hostage Negotiator: Abductor Pack 1","172637","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36111157","5.78913","7.22084","2.1667","0","2675","thing","Hostage Negotiator: Abductor Pack 1","1","1","30","30","10","2015","1","1","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","Gen Con","","","","","","","",""
"Hostage Negotiator: Abductor Pack 2","172638","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36111163","5.73924","7.23668","2.2","0","2545","thing","Hostage Negotiator: Abductor Pack 2","1","1","30","30","10","2015","1","1","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","Gen Con","","","","","","","",""
"Hostage Negotiator: Abductor Pack 3","182398","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36111410","5.71235","7.32582","2.25","0","2287","thing","Hostage Negotiator: Abductor Pack 3","1","1","30","30","15","2015","1","1","12+","","","","","","","expansion","","","","","","","Gen Con","","","","","","","",""
"Hostage Negotiator: Abductor Pack 4","182399","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36111396","5.69786","7.30185","2.5","0","2284","thing","Hostage Negotiator: Abductor Pack 4","1","1","30","30","15","2015","1","1","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","Gen Con","","","","","","","",""
"Hotshots","218050","0","","0","1","0","0","0","0","0","0","0","3","","","","","","54079642","5.97708","7.07269","2.125","2600","1673","thing","Hotshots","1","4","60","60","60","2017","1,2,3,4","4","10+","","","","","","","standalone","","8.74","USD","","","2018-08-31","Barnes & Noble","1","","","","","","",""
"Illusion","244995","0","5","0","1","0","0","0","0","0","0","0","3","","","","","","79968853","6.35032","6.78528","1.0556","1343","5397","thing","Illusion","2","5","15","15","15","2018","2,3,4,5","3,4","6+","No necessary in-game text","","","","","","standalone","","11.36","USD","","","2020-11-10","Amazon","1","","","","","","",""
"Imhotep","191862","8.5","6","0","1","0","0","0","0","0","0","0","4","","","","","","35313109","6.96351","7.18659","2.0079","434","17774","thing","Imhotep","2","4","40","40","40","2016","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Imhotep: The Pharaoh's Favors – Mini Expansion","234423","6.5","","0","1","0","0","0","0","0","0","0","3","","","","","","54932996","5.6151","7.26","2","0","905","thing","Imhotep: The Pharaoh's Favors – Mini Expansion","2","4","40","0","40","2017","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Incan Gold","15512","0","","0","1","0","0","0","0","0","0","0","4","","","","","","65916733","6.69688","6.82315","1.1117","748","21943","thing","Diamant","3","8","30","30","30","2018","4,5,6,7,8","6,7,8","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Eagle-Gryphon Games","English","2018","English edition 2018"
"Innovation","63888","0","","0","1","0","0","0","0","0","0","0","3","","","","","","75626530","7.0724","7.26151","2.7514","336","19805","thing","Innovation","2","4","60","60","45","2010","2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","17.42","USD","","","2020-07-26","Amazon","1","","","","","","",""
"Insider","206051","7","5","0","1","0","0","0","0","0","0","0","4","","Or Werewords?","","","","39725129","6.51348","7.09917","1.102","1034","5177","thing","Insider","4","8","15","15","15","2016","4,5,6,7,8","5,6","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","22","USD","","","2017-08-20","Gen Con 2017","1","","","","","","",""
"Istanbul: Big Box","251219","8.6","6","0","1","0","0","0","0","0","0","0","3","","","","","","61315284","6.85585","8.08645","2.5208","0","5284","thing","Istanbul: Big Box","2","5","90","90","40","2018","2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","45","USD","","","2019-06-15","Cool Stuff Inc","1","Origins 2019","","","","","",""
"Istanbul: The Dice Game","235488","8","9","0","1","0","0","0","0","0","0","0","3","","","","","","53506882","6.62059","7.17869","1.7568","854","5517","thing","Istanbul: The Dice Game","2","4","40","40","20","2017","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","21.99","USD","","","","Amazon","1","","","","","","",""
"Jaipur","54043","8","3","0","1","0","0","0","0","0","0","0","2","","","","","","29631026","7.39373","7.50657","1.4868","141","58727","thing","Jaipur","2","2","30","30","30","2009","2","2","8+","No necessary in-game text","","","","","","standalone","","18.72","USD","","","2015-08-12","Amazon","1","","","","","","",""
"Jaws","272738","0","","0","1","0","0","0","0","0","0","0","3","","","","","","68671112","6.65644","7.2719","2.1642","810","10235","thing","Jaws","2","4","60","60","60","2019","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","11.41","USD","","","2020-02-09","Target","1","","","","","","",""
"Jenga","2452","5.5","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818406","5.5486","5.61395","1.114","10337","21917","thing","Jenga","1","8","20","20","20","1983","2,3,4,5,6","4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Jupiter Rescue","137900","0","","0","1","0","0","0","0","0","0","0","4","","Secret Cabal Forgotten Board Game That Should Be Rediscovered","","","","58974606","5.72614","6.68446","1.8824","4576","714","thing","Jupiter Rescue","2","7","60","60","30","2013","2,3,4,5,6","","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","30","USD","","","2019-06-14","Origins 2019","1","","","","","","",""
"Just One","254640","7.5","1","0","1","0","0","0","0","0","0","0","3","","","","","","62072019","7.36376","7.60612","1.0489","156","22798","thing","Just One","3","7","20","20","20","2018","4,5,6,7","6,7","8+","Unplayable in another language","","","","","","standalone","","21.29","USD","","","2019-06-25","Miniature Market","1","","","","","","",""
"Kalah","2448","0","","0","1","0","0","0","0","0","0","0","3","","","","","","57943763","5.79972","5.93391","1.6238","3785","11533","thing","Kalah","2","2","10","10","10","700","2","2","6+","No necessary in-game text","","","","","","standalone","","4","USD","","","2019-01-27","Marshalls","1","","","","","","",""
"Kaosball: The Fantasy Sport of Total Domination","139992","0","","0","1","0","0","0","0","0","0","0","3","","","","","","58290163","5.84433","6.61717","2.5143","3402","1936","thing","Kaosball: The Fantasy Sport of Total Domination","2","4","60","60","30","2014","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","8","USD","","","","Marshalls","","","","","","","",""
"Kemet","127023","0","","0","1","0","0","0","0","0","0","0","3","","","","","","39469780","7.47924","7.70823","2.997","111","19183","thing","Kemet","2","5","120","120","90","2012","3,4,5","4,5","12+","No necessary in-game text","","","","","","standalone","","56","USD","","","2017-08-27","The Guardtower","1","","","","","","",""
"King of Tokyo","70323","7.5","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818214","7.08112","7.177","1.4917","330","85731","thing","King of Tokyo","2","6","30","30","30","2011","3,4,5,6","4,5","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"King of Tokyo: Power Up!","127067","0","1","0","1","0","0","0","0","0","0","0","1","","","","","","28483603","7.30395","7.62004","1.7039","0","28868","thing","King of Tokyo: Power Up!","2","6","30","30","30","2012","3,4,5,6","4,5,6","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Kingdomino","204583","8","11","0","1","0","0","0","0","0","0","0","1","","","","","","46186560","7.22857","7.35279","1.2151","227","58320","thing","Kingdomino","2","4","15","15","15","2016","2,3,4","2,4","6+","No necessary in-game text","","","","","","standalone","","16","USD","","","","Half Price Books","1","","","","","","",""
"Kingsburg (Second Edition)","199966","8.3","5","0","1","0","0","0","0","0","0","0","3","","","","","","62072158","6.60011","7.48562","2.5","885","4013","thing","Kingsburg (Second Edition)","2","5","120","120","90","2017","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","25.36","USD","","","2019-07-15","Amazon","1","Amazon Prime Day deal","","","","","",""
"Kronia","217581","0","","0","1","0","0","0","0","0","0","0","3","","","","","","61337198","5.56032","6.36412","1.3","9379","426","thing","Kronia","2","5","45","45","45","2017","4,5","4","6+","No necessary in-game text","","","","","","standalone","","7.5","USD","","","2019-06-07","Miniature Market","1","Mega Clearance","","","","","",""
"L.L.A.M.A.","266083","7.1","5","0","1","0","0","0","0","0","0","0","3","","","","","","65715461","6.20227","6.4847","1.0492","1749","7582","thing","L.L.A.M.A.","2","6","20","20","20","2019","2,3,4,5,6","5","6+","No necessary in-game text","","","","","","standalone","","6.99","USD","","","2019-10-09","Miniature Market","1","","","","","","",""
"Labyrinth","1219","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818368","6.23388","6.40694","1.3692","1645","20750","thing","Labyrinth","2","4","20","20","20","1986","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ladder 29","220598","0","","0","1","0","0","0","0","0","0","0","3","","","","","","75626381","5.68513","6.80451","1.5","5160","577","thing","Ladder 29","2","5","45","45","30","2017","3,4,5","4","6+","","","","","","","standalone","","6.5","USD","","","2020-09-16","Miniature Market","1","","","","","","",""
"Laser Chess","91034","0","","0","1","0","0","0","0","0","0","0","3","","","","","","27818343","5.85458","6.7038","2.6923","3323","1865","thing","Laser Chess","2","2","30","30","30","2011","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Legendary: A Marvel Deck Building Game","129437","8","2","0","1","0","0","0","0","0","0","0","3","","","","","","38219564","7.30504","7.56787","2.4389","186","31054","thing","Legendary: A Marvel Deck Building Game","1","5","60","60","30","2012","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Legendary: A Marvel Deck Building Game – Dark City","137762","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44793196","7.51171","8.27349","2.6299","0","14348","thing","Legendary: A Marvel Deck Building Game – Dark City","1","5","60","60","30","2013","1,2,3,4,5","3,4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","29.99","USD","","","2017-08-19","Gen Con 2017","1","","","","","","",""
"Legendary: A Marvel Deck Building Game – Fantastic Four","142020","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44793213","6.99029","7.96571","2.4688","0","9431","thing","Legendary: A Marvel Deck Building Game – Fantastic Four","1","5","45","45","45","2013","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","12","USD","","","2017-08-19","Gen Con 2017","1","","","","","","",""
"Letter Tycoon","169147","0","","0","1","0","0","0","0","0","0","0","3","","","","","","63156463","6.06056","6.82043","2.04","2225","1902","thing","Letter Tycoon","2","5","30","30","30","2015","2,3,4,5","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","12.59","USD","","","2019-08-17","Half Price Books","1","13.99 - 10% + tax","","","","","",""
"Lords of Waterdeep","110327","8","6","0","1","0","0","0","0","0","0","0","3","","","","","","28993039","7.62105","7.75111","2.4604","76","58557","thing","Lords of Waterdeep","2","5","120","120","60","2012","2,3,4,5","3,4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","with Broken Token insert","","","","","",""
"Lords of Waterdeep: Scoundrels of Skullport","134342","8.1","1","0","1","0","0","0","0","0","0","0","3","","","","","","38152109","7.85071","8.22085","2.6459","0","27590","thing","Lords of Waterdeep: Scoundrels of Skullport","2","6","60","60","60","2013","2,3,4,5,6","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","23.75","USD","","","2017-09-20","Miniature Market","1","","","","","","",""
"Lorenzo il Magnifico","203993","0","2","0","1","0","0","0","0","0","0","0","4","","","","","","75553700","7.52859","7.88915","3.2843","95","12927","thing","Lorenzo il Magnifico","2","4","120","120","60","2016","2,3,4","3,4","12+","No necessary in-game text","","","","","","standalone","","32.99","USD","","","2020-11-24","Amazon","1","","","","","","",""
"Lorenzo il Magnifico: Houses of Renaissance","229123","0","","0","1","0","0","0","0","0","0","0","3","","","","","","85152189","6.6329","8.28163","3.5862","0","3958","thing","Lorenzo il Magnifico: Houses of Renaissance","2","5","0","0","0","2018","2,3,4","3,4","10+","No necessary in-game text","","","","","","expansion","","33.99","USD","","","2021-06-10","Miniature Market","","","","","CMON Global Limited; Cranio Creations","English","2018","English-only edition 2018"
"Lost Cities","50","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","34003743","7.08506","7.18274","1.4936","322","53640","thing","Lost Cities","2","2","30","30","30","1999","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Lost Legacy: The Starship","158339","0","","0","1","0","0","0","0","0","0","0","3","","","","","","58859143","6.16711","6.61164","1.2768","1863","4889","thing","Lost Legacy: The Starship","2","4","10","10","10","2014","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","2019-03-02","Half Price Books","1","","","","","","",""
"Love Letter","129622","7","4","0","1","0","0","0","0","0","0","0","3","","","","","","27818222","7.14122","7.23382","1.1921","286","96228","thing","Love Letter","2","4","20","20","20","2012","3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","Munchkin Loot Letter $5.99 6/13/15 Amazon","","","","","",""
"Love Letter: Infinity Gauntlet","304285","0","","0","1","0","0","0","0","0","0","0","3","","","","","","74807348","6.257","7.15743","1.2308","1571","4057","thing","Love Letter: Infinity Gauntlet","2","6","15","15","15","2020","2,3,4,5,6","4,5","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","13.49","USD","","","2020-08-23","The Guardtower","1","","","","","","",""
"Mad Gab","764","0","","0","1","0","0","0","0","0","0","0","3","","","","","","27818359","5.24705","5.00195","1.2564","21117","3493","thing","Mad Gab","2","12","45","45","45","1996","4,5,6,7,8,9,10,12","6,8,10","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Mage Knight Board Game","96848","0","","0","1","0","0","0","0","0","0","0","4","","","","","","29078389","7.87994","8.09921","4.323","27","40499","thing","Mage Knight Board Game","1","4","240","240","60","2011","1,2,3","1,2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Magic: The Gathering","463","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818396","7.36274","7.52922","3.2209","157","36915","thing","Magic: The Gathering","2","2","20","20","20","1993","2","2","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Mandala","264241","6.7","1","0","1","0","0","0","0","0","0","0","3","","","","","","71666329","6.89674","7.67149","1.8387","507","5535","thing","Mandala","2","2","20","20","20","2019","2","2","10+","No necessary in-game text","","","","","","standalone","","25.49","USD","","","2020-05-28","Miniature Market","1","","","","","","",""
"Mansions of Madness: Second Edition","205059","8.5","","0","1","0","0","0","0","0","0","0","3","","","","","","43388718","7.80322","8.04454","2.6817","35","42296","thing","Mansions of Madness: Second Edition","1","5","180","180","120","2016","1,2,3,4,5","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","80","USD","","","2017-06-21","The Guardtower","1","","","","","","",""
"Marvel Dice Masters: Avengers vs. X-Men","148575","0","","0","1","0","0","0","0","0","0","0","3","","","","","","27818331","6.74342","7.15123","2.2996","675","9765","thing","Marvel Dice Masters: Avengers vs. X-Men","2","2","60","60","60","2014","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Medieval Academy","154386","7","2","0","1","0","0","0","0","0","0","0","3","","","","","","42366155","6.4963","6.95215","1.8151","1071","5391","thing","Medieval Academy","2","5","30","30","30","2014","3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","15.46","USD","","","","Barnes & Noble","1","Used $20 gift card","","","","","",""
"Meeple War","192120","0","","0","1","0","0","0","0","0","0","0","4","","Secret Cabal Forgotten Board Game That Should Be Rediscovered","","","","58974576","5.88954","6.63545","2.7391","3084","1951","thing","Meeple War","2","4","60","60","30","2016","3,4","4","10+","No necessary in-game text","","","","","","standalone","","23.99","USD","","","2019-05-13","Miniature Market","1","","","","","","",""
"Million Dollars But... The Game: Expansion Pack 1","203019","0","","0","1","1","0","0","0","0","0","0","3","","","","","","58658381","5.49802","5.46136","0","17746","358","thing","Million Dollars But... The Game: Expansion Pack 1","3","10","45","45","30","2016","","","","","","","","","","standalone","","","","","","2017-07-17","GenCon","","","","","","","",""
"The Mind","244992","7.4","3","0","1","0","0","0","0","0","0","0","4","","","","","","50334715","6.74933","6.88387","1.0742","667","35995","thing","The Mind","2","4","20","20","20","2018","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","15","USD","","","2018-06-15","Origins","","","","","","","",""
"Mission: Red Planet (Second Edition)","176920","7.2","1","0","1","0","0","0","0","0","0","0","3","","","","","","34883619","7.1414","7.44711","2.2009","285","12125","thing","Mission: Red Planet (Second Edition)","2","6","90","90","45","2015","3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Monopoly","1406","4","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818249","4.31033","4.37695","1.6415","21189","42036","thing","Monopoly","2","8","180","180","60","1933","3,4,5,6","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Monopoly: Electronic Banking","32032","0","","0","1","0","0","0","0","0","0","0","3","","","","","","27818278","5.29146","4.9276","1.9167","21093","2054","thing","Monopoly: Electronic Banking","2","6","160","160","160","2007","2,3,4,5","4","4+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Munchkin","1927","5","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818306","5.72154","5.89672","1.8024","4632","76737","thing","Munchkin","3","6","120","120","60","2001","3,4,5,6","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"No Thanks!","12942","7","8","0","1","0","0","0","0","0","0","0","2","","","","","","29234234","6.9325","7.05136","1.1389","465","29014","thing","No Thanks!","3","7","20","20","20","2004","3,4,5,6,7","4,5","8+","No necessary in-game text","","","","","","standalone","","9.99","USD","","","2015-08-12","Amazon","1","","","","","","",""
"Nyet!","1107","0","","0","1","0","0","0","0","0","0","0","3","","","","","","53295092","6.26673","6.80568","1.9222","1554","4110","thing","Nyet!","2","5","30","30","30","1997","3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","5","USD","","","2018-08-02","Gen Con 2018","","","","","","","",""
"Oceanos","192860","0","","0","1","1","0","0","0","0","0","0","3","","","","","","54079677","6.35507","6.85237","1.8095","1332","5149","thing","Oceanos","2","5","45","45","30","2016","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","9.99","USD","","","2018-08-31","Barnes & Noble","1","","","","","","",""
"Odin's Ravens (Second Edition)","192074","6.5","2","0","1","0","0","0","0","0","0","0","3","","","","","","58874063","6.47149","7.05589","1.2051","1109","5443","thing","Odin's Ravens (Second Edition)","2","2","30","30","15","2016","2","2","8+","No necessary in-game text","","","","","","standalone","","18.41","USD","","","2019-02-21","Amazon","1","","","","","","",""
