objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Legendary: A Marvel Deck Building Game – Dark City","137762","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44793196","0","0","2.6323","0","14502","thing","Legendary: A Marvel Deck Building Game – Dark City","1","5","60","60","30","2013","1,2,3,4,5","3,4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","29.99","USD","","","2017-08-19","Gen Con 2017","1","","","","","","",""
"Legendary: A Marvel Deck Building Game – Fantastic Four","142020","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44793213","0","0","2.4615","0","9520","thing","Legendary: A Marvel Deck Building Game – Fantastic Four","1","5","45","45","45","2013","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","12","USD","","","2017-08-19","Gen Con 2017","1","","","","","","",""
"Letter Tycoon","169147","0","","0","1","0","0","0","0","0","0","0","3","","","","","","63156463","0","0","2.04","0","1924","thing","Letter Tycoon","2","5","30","30","30","2015","2,3,4,5","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","12.59","USD","","","2019-08-17","Half Price Books","1","13.99 - 10% + tax","","","","","",""
"Lords of Waterdeep","110327","8","6","0","1","0","0","0","0","0","0","0","3","","","","","","28993039","0","0","2.4589","0","59584","thing","Lords of Waterdeep","2","5","120","120","60","2012","2,3,4,5","3,4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","with Broken Token insert","","","","","",""
"Lords of Waterdeep: Scoundrels of Skullport","134342","8.1","1","0","1","0","0","0","0","0","0","0","3","","","","","","38152109","0","0","2.6478","0","28146","thing","Lords of Waterdeep: Scoundrels of Skullport","2","6","60","60","60","2013","2,3,4,5,6","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","23.75","USD","","","2017-09-20","Miniature Market","1","","","","","","",""
"Lorenzo il Magnifico","203993","7.8","2","0","1","0","0","0","0","0","0","0","4","","","","","","75553700","0","0","3.287","0","13398","thing","Lorenzo il Magnifico","2","4","120","120","60","2016","2,3,4","3,4","12+","No necessary in-game text","","","","","","standalone","","32.99","USD","","","2020-11-24","Amazon","1","","","","","","",""
"Lorenzo il Magnifico: Houses of Renaissance","229123","0","","0","1","0","0","0","0","0","0","0","3","","","","","","85152189","0","0","3.5333","0","4075","thing","Lorenzo il Magnifico: Houses of Renaissance","2","5","0","0","0","2018","2,3,4","3,4","10+","No necessary in-game text","","","","","","expansion","","33.99","USD","","","2021-06-10","Miniature Market","","","","","CMON Global Limited; Cranio Creations","English","2018","English-only edition 2018"
"Lost Cities","50","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","34003743","0","0","1.4921","0","54722","thing","Lost Cities","2","2","30","30","30","1999","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Lost Legacy: The Starship","158339","0","","0","1","0","0","0","0","0","0","0","3","","","","","","58859143","0","0","1.2768","0","4903","thing","Lost Legacy: The Starship","2","4","10","10","10","2014","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","2019-03-02","Half Price Books","1","","","","","","",""
"Love Letter","129622","7","4","0","1","0","0","0","0","0","0","0","3","","","","","","27818222","0","0","1.1916","0","97691","thing","Love Letter","2","4","20","20","20","2012","3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","Munchkin Loot Letter $5.99 6/13/15 Amazon","","","","","",""
"Mad Gab","764","0","","0","1","0","0","0","0","0","0","0","3","","","","","","27818359","0","0","1.2532","0","3540","thing","Mad Gab","2","12","45","45","45","1996","4,5,6,7,8,9,10,12","6,8,10","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Mage Knight Board Game","96848","0","","0","1","0","0","0","0","0","0","0","4","","","","","","29078389","0","0","4.3275","0","41082","thing","Mage Knight Board Game","1","4","240","240","60","2011","1,2,3","1,2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Magic: The Gathering","463","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818396","0","0","3.221","0","37438","thing","Magic: The Gathering","2","2","20","20","20","1993","2","2","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Mandala","264241","6.7","1","0","1","0","0","0","0","0","0","0","3","","","","","","71666329","0","0","1.7746","0","6221","thing","Mandala","2","2","20","20","20","2019","2","2","8+","No necessary in-game text","","","","","","standalone","","25.49","USD","","","2020-05-28","Miniature Market","1","","","","","","",""
"Mansions of Madness: Second Edition","205059","8.5","","0","1","0","0","0","0","0","0","0","3","","","","","","43388718","0","0","2.676","0","43745","thing","Mansions of Madness: Second Edition","1","5","180","180","120","2016","1,2,3,4,5","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","80","USD","","","2017-06-21","The Guardtower","1","","","","","","",""
"Marvel Dice Masters: Avengers vs. X-Men","148575","0","","0","1","0","0","0","0","0","0","0","3","","","","","","27818331","0","0","2.2996","0","9779","thing","Marvel Dice Masters: Avengers vs. X-Men","2","2","60","60","60","2014","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Medieval Academy","154386","7","2","0","1","0","0","0","0","0","0","0","3","","","","","","42366155","0","0","1.8099","0","5430","thing","Medieval Academy","2","5","30","30","30","2014","3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","15.46","USD","","","","Barnes & Noble","1","Used $20 gift card","","","","","",""
"Meeple War","192120","0","","0","1","0","0","0","0","0","0","0","4","","Secret Cabal Forgotten Board Game That Should Be Rediscovered","","","","58974576","0","0","2.7391","0","1991","thing","Meeple War","2","4","60","60","30","2016","3,4","4","10+","No necessary in-game text","","","","","","standalone","","23.99","USD","","","2019-05-13","Miniature Market","1","","","","","","",""
"MicroMacro: Crime City","318977","0","","0","1","0","0","0","0","0","0","0","3","","","","","","87207592","0","0","1.1307","0","12844","thing","MicroMacro: Crime City","1","4","45","45","15","2020","1,2,3","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","26.99","USD","","","2021-11-03","Guard Tower","","","","","","","",""
"Million Dollars But... The Game: Expansion Pack 1","203019","0","","0","1","1","0","0","0","0","0","0","3","","","","","","58658381","0","0","0","0","358","thing","Million Dollars But... The Game: Expansion Pack 1","3","10","45","45","30","2016","","","","","","","","","","standalone","","","","","","2017-07-17","GenCon","","","","","","","",""
"The Mind","244992","7.4","3","0","1","0","0","0","0","0","0","0","4","","","","","","50334715","0","0","1.0725","0","37789","thing","The Mind","2","4","20","20","20","2018","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","15","USD","","","2018-06-15","Origins","","","","","","","",""
"Mission: Red Planet (Second Edition)","176920","7.2","1","0","1","0","0","0","0","0","0","0","3","","","","","","34883619","0","0","2.2033","0","12375","thing","Mission: Red Planet (Second Edition)","2","6","90","90","45","2015","3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Monopoly","1406","4","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818249","0","0","1.6388","0","42828","thing","Monopoly","2","8","180","180","60","1933","3,4,5,6","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Monopoly: Electronic Banking","32032","0","","0","1","0","0","0","0","0","0","0","3","","","","","","27818278","0","0","1.9167","0","2107","thing","Monopoly: Electronic Banking","2","6","160","160","160","2007","2,3,4,5","4","4+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Munchkin","1927","5","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818306","0","0","1.8041","0","78102","thing","Munchkin","3","6","120","120","60","2001","3,4,5,6","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"No Thanks!","12942","7","8","0","1","0","0","0","0","0","0","0","2","","","","","","29234234","0","0","1.1374","0","29774","thing","No Thanks!","3","7","20","20","20","2004","3,4,5,6,7","4,5","8+","No necessary in-game text","","","","","","standalone","","9.99","USD","","","2015-08-12","Amazon","1","","","","","","",""
"Not Alone","194879","0","","0","1","0","0","0","0","0","0","0","3","","","","","","86138292","0","0","1.9826","0","13303","thing","Not Alone","2","7","45","45","30","2016","3,4,5,6,7","4,5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","20","USD","","","2021-10-02","Origins","1","","","","","","",""
"Nyet!","1107","0","","0","1","0","0","0","0","0","0","0","3","","","","","","53295092","0","0","1.9222","0","4161","thing","Nyet!","2","5","30","30","30","1997","3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","5","USD","","","2018-08-02","Gen Con 2018","","","","","","","",""
"Oceanos","192860","0","","0","1","1","0","0","0","0","0","0","3","","","","","","54079677","0","0","1.8182","0","5231","thing","Oceanos","2","5","45","45","30","2016","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","9.99","USD","","","2018-08-31","Barnes & Noble","1","","","","","","",""
"Odin's Ravens (Second Edition)","192074","6.5","2","0","1","0","0","0","0","0","0","0","3","","","","","","58874063","0","0","1.1975","0","5647","thing","Odin's Ravens (Second Edition)","2","2","30","30","15","2016","2","2","8+","No necessary in-game text","","","","","","standalone","","18.41","USD","","","2019-02-21","Amazon","1","","","","","","",""
"Oh My Goods!","183840","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","52590100","0","0","2.2941","0","19344","thing","Oh My Goods!","2","4","30","30","30","2015","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","15","USD","","","2018-06-29","The Soldiery","","","","","","","",""
"On the Dot","22465","0","","0","1","0","0","0","0","0","0","0","3","","","","","","39471902","0","0","1.6538","0","1154","thing","On the Dot","2","4","5","5","5","2006","2,3,4","","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"One Deck Dungeon","179275","0","","0","1","0","0","0","0","0","0","0","3","","","","","","45424220","0","0","2.0352","0","18327","thing","One Deck Dungeon","1","2","45","45","30","2016","1,2","1","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","16.25","USD","","","2017-09-11","Miniature Market","1","","","","","","",""
"One Night Ultimate Werewolf","147949","0","","0","1","0","0","0","0","0","0","0","3","","","","","","27818266","0","0","1.3879","0","39932","thing","One Night Ultimate Werewolf","3","10","10","10","10","2014","4,5,6,7,8,9,10","6,7,8","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Onirim (Second Edition)","156336","8","","0","1","0","0","0","0","0","0","0","4","","","","","","28483594","0","0","1.5756","0","12167","thing","Onirim (Second Edition)","1","2","15","15","15","2014","1,2","1","10+","No necessary in-game text","","","","","","standalone","","19.81","USD","","","2015-11-29","Amazon","1","","","","","","",""
"Orléans","164928","9","4","0","1","0","0","0","0","0","0","0","3","","","","","","60725053","0","0","3.0412","0","29871","thing","Orléans","2","4","90","90","90","2014","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","36","USD","","","2019-06-15","Cool Stuff Inc","1","Origins 2019","","","","","",""
"Orléans: 5th Player Box","231964","0","","0","1","0","0","0","0","0","0","0","3","","","","","","71118974","0","0","3.25","0","2114","thing","Orléans: 5th Player Box","1","5","90","0","90","2017","5","5","","","","","","","","expansion","","13.99","USD","","","2020-02-03","Miniature Market","1","","","","","","",""
"Pandemic","30549","8","1","0","1","0","0","0","0","0","0","0","2","","","","","","27818487","0","0","2.4072","0","166382","thing","Pandemic","2","4","45","45","45","2008","1,2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","24.22","USD","","","2015-09-13","Amazon","1","","","","","","",""
"Pandemic Legacy: Season 1","161936","0","1","0","1","0","0","0","0","0","0","0","1","","","","","","48056437","0","0","2.8336","0","69908","thing","Pandemic Legacy: Season 1","2","4","60","60","60","2015","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","44.79","USD","","","","Half Price Books","1","","","","","","",""
"Pandemic: On the Brink","40849","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36488468","0","0","2.6514","0","45438","thing","Pandemic: On the Brink","2","5","45","45","45","2009","1,2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","18","USD","","","2019-03-26","Amazon","1","","","","","","",""
"Pandemic: The Cure","150658","8","2","0","1","0","0","0","0","0","0","0","3","","","","","","36488462","0","0","2.0581","0","15327","thing","Pandemic: The Cure","2","5","30","30","30","2014","1,2,3,4,5","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic: The Cure – Experimental Meds","207017","0","","0","1","0","0","0","0","0","0","0","3","","","","","","57754870","0","0","2.1333","0","3584","thing","Pandemic: The Cure – Experimental Meds","2","5","30","0","30","2016","1,2,3,4,5","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","19.98","USD","","","2019-01-17","Amazon","1","","","","","","",""
"Paperback","141572","7.4","3","0","1","0","0","0","0","0","0","0","4","","","","","","29794502","0","0","1.9962","0","14624","thing","Paperback","2","5","45","45","45","2014","2,3,4","2","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Patchwork","163412","7","","0","1","0","0","0","0","0","0","0","4","","","","","","29524126","0","0","1.6252","0","77201","thing","Patchwork","2","2","30","30","15","2014","2","2","6+","No necessary in-game text","","","","","","standalone","","22.5","USD","","","2015-10-27","Amazon","1","","","","","","",""
"Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 2: The Skinsaw Murders","142423","0","","0","1","0","0","0","0","0","0","0","3","","","","","","39937411","0","0","2.6515","0","6626","thing","Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 2: The Skinsaw Murders","1","6","90","90","90","2013","1,2,3,4,5,6","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 3: The Hook Mountain Massacre","144873","0","","0","1","0","0","0","0","0","0","0","1","","","","","","39937554","0","0","2.4694","0","5694","thing","Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 3: The Hook Mountain Massacre","1","6","90","90","90","2013","1,2,3,4,5,6","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Rise of the Runelords – Base Set","133038","0","","0","1","0","0","0","0","0","0","0","3","","","","","","34143498","0","0","2.7127","0","18441","thing","Pathfinder Adventure Card Game: Rise of the Runelords – Base Set","1","4","90","90","90","2013","1,2,3,4","3,4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Pente","1295","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818426","0","0","2.1074","0","5233","thing","Pente","2","4","30","30","30","1977","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Peptide: A Protein Building Game","166298","0","","0","1","0","0","0","0","0","0","0","3","","","","","","59672343","0","0","1.8889","0","1054","thing","Peptide: A Protein Building Game","2","5","45","45","30","2014","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Pioneer Days","200057","6.8","2","0","1","0","0","0","0","0","0","0","3","","Good game filled with tough decisions (do I prepare for disaster, or victory points?).  Taking longer than expected to play though.","","","","75626414","0","0","2.5345","0","2669","thing","Pioneer Days","2","4","60","60","45","2017","2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","24","USD","","","2020-09-30","Miniature Market","1","","","","","","",""
"Planet","252929","0","","0","1","0","0","0","0","0","0","0","3","","","","","","84962582","0","0","1.6203","0","6728","thing","Planet","2","4","45","45","30","2018","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","5","USD","","","2021-03-14","Garage sale","1","Flea market in Circleville","","","","","",""
"Power Grid","2651","8.1","3","0","1","0","0","0","0","0","0","0","3","","","","","","44313494","0","0","3.2672","0","69627","thing","Power Grid","2","6","120","120","120","2012","3,4,5,6","4,5","12+","No necessary in-game text","","","","","","standalone","","22.5","USD","","","2017-07-28","Half Price Books","1","","","","Rio Grande Games","English","2012","English fourth edition"
"Puerto Rico","3076","8","6","0","1","0","0","0","0","0","0","0","3","","","","","","44496847","0","0","3.277","0","75721","thing","Puerto Rico","3","5","150","150","90","2002","2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","13.84","USD","","","","Half Price Books","1","Acquired new in (dented) box","","","","","",""
"PUSH","265256","7.6","14","0","1","0","0","0","0","0","0","0","4","","","","","","58455019","0","0","1.0323","0","2443","thing","PUSH","2","6","25","25","20","2018","2,3,4,5","","8+","No necessary in-game text","","","","","","standalone","","12.99","USD","","","2019-02-21","Amazon","1","","","","","","",""
"Q.E.","266830","0","","0","1","0","0","0","0","0","0","0","4","","","","","","62892701","0","0","1.6591","0","4408","thing","Q.E.","3","5","45","45","45","2019","3,4,5","5","10+","No necessary in-game text","","","","","","standalone","","30","USD","","","2021-10-01","Origins","1","","","","","","",""
"Quarto","681","6.6","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818283","0","0","1.9283","0","9880","thing","Quarto","2","2","20","20","20","1991","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Queendomino","232043","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","61022446","0","0","2.0779","0","17844","thing","Queendomino","2","4","25","25","25","2017","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","14.41","USD","","","2019-05-02","Barnes & Noble","1","$13.47 + tax at 50% off Clearance","","","","","",""
"The Quest for El Dorado","217372","7.8","1","0","1","0","0","0","0","0","0","0","3","","","","","","47999040","0","0","1.9315","0","23549","thing","The Quest for El Dorado","2","4","60","60","30","2017","2,3,4","2,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","20","USD","","","2018-01-16","Miniature Market","","","","","","","",""
"Quick Chess","10463","0","","0","1","0","0","0","0","0","0","0","3","","","","","","27818294","0","0","2.25","0","96","thing","Quick Chess","2","2","10","10","10","1991","2","2","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Qwirkle","25669","6.7","5","0","1","0","0","0","0","0","0","0","3","","","","","","54339673","0","0","1.6177","0","30642","thing","Qwirkle","2","4","45","45","45","2006","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","14.95","USD","","","2018-10-16","The Game Preserve","1","","","","","","",""
"Qwixx","131260","6.5","7","0","1","0","0","0","0","0","0","0","3","","","","","","57001762","0","0","1.1155","0","19243","thing","Qwixx","2","5","15","15","15","2012","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","6.5","USD","","","2018-12-10","Target","1","","","","","","",""
"Red Outpost","287589","0","","0","1","0","0","0","0","0","0","0","4","","","","","","67128936","0","0","2.4167","0","2953","thing","Red Outpost","1","4","60","60","30","2019","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","35","USD","","","2020-09-26","Kickstarter","1","","","","","","",""
"Red7","161417","6.8","2","0","1","0","0","0","0","0","0","0","3","","","","","","37960656","0","0","1.693","0","19656","thing","Red7","2","4","30","30","5","2014","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Res Arcana","262712","8.1","2","0","1","0","0","0","0","0","0","0","2","","","","","","68328720","0","0","2.6088","0","18694","thing","Res Arcana","2","4","60","60","30","2019","2,3,4","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","33.99","USD","","","2020-05-28","Miniature Market","1","","","","","","",""
"Res Arcana: Lux et Tenebrae","288168","0","","0","1","0","0","0","0","0","0","0","3","","","","","","75626433","0","0","2.7857","0","6437","thing","Res Arcana: Lux et Tenebrae","2","5","60","60","30","2019","2,3,4,5","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","16.99","USD","","","2020-08-31","Miniature Market","1","","","","","","",""
"The Resistance: Avalon","128882","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","30320039","0","0","1.7612","0","40630","thing","The Resistance: Avalon","5","10","30","30","30","2012","5,6,7,8,9,10","7,8","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","13.96","USD","","","2015-09-13","Amazon","1","","","","","","",""
"Roll For It! Deluxe Edition","164812","6","1","0","1","0","0","0","0","0","0","0","3","","","","","","31571746","0","0","1.0923","0","4439","thing","Roll For It! Deluxe Edition","2","8","30","30","30","2014","2,3,4,5,6,7,8","4","6+","No necessary in-game text","","","","","","standalone","","26.16","USD","","","2015-10-26","Amazon","1","","","","","","",""
"Roll for the Galaxy","132531","0","","0","1","0","0","0","0","0","0","0","2","","Includes Ambition expansion","","","","28825103","0","0","2.7738","0","34026","thing","Roll for the Galaxy","2","5","45","45","45","2014","2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","29.99","USD","","","2021-06-13","Half Price Books","1","Included Ambition in the box at no charge","","","","","",""
"Roll for the Galaxy: Ambition","175754","0","","0","1","0","0","0","0","0","0","0","3","","","","","","83063888","0","0","2.791","0","10793","thing","Roll for the Galaxy: Ambition","2","5","60","60","30","2015","2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","2021-06-13","Half Price Books","1","was included in RFTG box from HPB when purchased","","","","","",""
"Rook","1260","0","","0","1","0","0","0","0","0","0","0","1","","","","","","42542507","0","0","1.8703","0","7937","thing","Rook","2","6","45","45","45","1906","2,3,4,6","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
