objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"5-Minute Dungeon","207830","7","2","0","1","0","0","0","0","0","0","0","3","","","","","","43824205","0","0","1.1164","0","13982","thing","5-Minute Dungeon","2","5","30","30","5","2017","2,3,4,5","4,5","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","14.19","USD","","","2018-05-22","Miniature Market","","$5 shipping (5 Minute Dungeon + Scythe WG)","","","","","",""
"5-Minute Dungeon: Curses! Foiled Again!","253170","0","","0","1","0","0","0","0","0","0","0","1","","","","","","56289648","0","0","1.25","0","3728","thing","5-Minute Dungeon: Curses! Foiled Again!","2","6","30","30","5","2018","3,4,5,6","4,5","6+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"6 nimmt!","432","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","61819068","0","0","1.2053","0","31547","thing","6 nimmt!","2","10","45","45","45","1994","4,5,6,7,8,9,10","5,6","8+","No necessary in-game text","","","","","","standalone","","6.98","USD","","","2019-07-07","Half Price Books","1","","","","","","",""
"7 Wonders","68448","8.5","4","0","1","0","0","0","0","0","0","0","3","","","","","","28255533","0","0","2.3259","0","119162","thing","7 Wonders","2","7","30","30","30","2010","3,4,5,6,7","4,5","10+","No necessary in-game text","","","","","","standalone","","22.4","USD","","","2015-11-29","Amazon","1","with Folded Space insert","","","","","",""
"7 Wonders Duel","173346","9","4","0","1","0","0","0","0","0","0","0","2","","","","","","34883148","0","0","2.2255","0","108595","thing","7 Wonders Duel","2","2","30","30","30","2015","2","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","Broken Token insert","","","","","",""
"7 Wonders Duel: Pantheon","202976","9","1","0","1","0","0","0","0","0","0","0","3","","","","","","39470644","0","0","2.3216","0","31605","thing","7 Wonders Duel: Pantheon","2","2","45","45","30","2016","2","2","10+","No necessary in-game text","","","","","","expansion","","25","USD","","","2017-07-22","The Guardtower","1","","","","","","",""
"7 Wonders: Babel","154638","0","","0","1","0","0","0","0","0","0","0","3","","","","","","71120830","0","0","2.6452","0","13530","thing","7 Wonders: Babel","2","7","45","45","45","2014","3,4,5,6,7","5","10+","No necessary in-game text","","","","","","expansion","","15.86","USD","","","2020-03-04","Amazon","1","","","","","","",""
"7 Wonders: Cities","111661","0","","0","1","0","0","0","0","0","0","0","3","","","","","","87970397","0","0","2.3477","0","27804","thing","7 Wonders: Cities","2","8","40","40","40","2012","3,4,5,6,7,8","4,5","10+","No necessary in-game text","","","","","","expansion","","23.99","USD","","","2021-11-26","Packrat Comics","","","","","","","",""
"7 Wonders: Leaders","92539","0","","0","1","0","0","0","0","0","0","0","3","","","","","","65460770","0","0","2.2772","0","32692","thing","7 Wonders: Leaders","2","7","40","40","40","2011","3,4,5,6,7","4,5","10+","No necessary in-game text","","","","","","expansion","","11.09","USD","","","2019-11-02","Amazon","1","","","","","","",""
"Acquire","5","6.5","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818217","0","0","2.5031","0","23729","thing","Acquire","2","6","90","90","90","1964","3,4,5,6","4","12+","No necessary in-game text","","82255","","","","standalone","","","","","","","","","","","","","","",""
"Adrenaline","202408","0","1","0","1","0","0","0","0","0","0","0","2","","","","","","44730561","0","0","2.371","0","7743","thing","Adrenaline","3","5","60","60","30","2016","3,4,5","4,5","10+","No necessary in-game text","","","","","","standalone","","41","USD","","","2017-09-20","Miniature Market","1","","","","","","",""
"Adrenaline: Chainsaw","210100","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44794523","0","0","2.3333","0","934","thing","Adrenaline: Chainsaw","3","5","60","60","30","2016","3,4,5","4","","No necessary in-game text","","","","","","expansion","","","","","","2017-08-19","Gen Con 2017","1","","","","","","",""
"Adrenaline: Solo Play DLC","309209","0","","0","1","0","0","0","0","0","0","0","3","","","","","","71783735","0","0","3","0","136","thing","Adrenaline: Solo Play DLC","1","1","60","60","30","2020","1","1","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Age of Thieves","203740","0","","0","1","0","0","0","0","0","0","0","3","","","","","","85153020","0","0","2.7","0","1117","thing","Age of Thieves","2","4","120","120","60","0","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","15","USD","","","2021-07-28","Miniature Market","","","","","Galakta","English","0","English edition"
"Age of Thieves: Masters of Disguise","227798","0","","0","1","0","0","0","0","0","0","0","3","","","","","","85153047","0","0","0","0","216","thing","Age of Thieves: Masters of Disguise","2","4","120","120","60","2017","","","","","","","","","","expansion","","5","USD","","","2021-07-28","Miniature Market","","","","","Galakta","English","2017","English edition"
"Agility","179933","6","1","0","1","1","0","0","0","0","0","0","4","","","","","","36053727","0","0","2.0952","0","1097","thing","Agility","2","2","45","45","30","2016","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Agricola (Revised Edition)","200680","0","1","0","1","0","0","0","0","0","0","0","3","","with Folded Space insert","","","","71119134","0","0","3.5063","0","15739","thing","Agricola (Revised Edition)","1","4","120","120","30","2016","1,2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","33.59","USD","","","2020-05-09","Woot! - Amazon","1","","","","","","",""
"Air, Land & Sea","247367","0","","0","1","0","0","0","0","0","0","0","3","","","","","","71119016","0","0","1.7869","0","6518","thing","Air, Land & Sea","2","2","30","30","15","2018","2","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","10.69","USD","","","2020-02-03","Miniature Market","1","","","","","","",""
"Anagram: The Ingenious Game of Juggling Words","8981","0","","0","1","1","0","0","0","0","0","0","3","","","","","","36154106","0","0","1.8","0","100","thing","Anagram: The Ingenious Game of Juggling Words","2","8","20","20","20","1991","2,3,4,5","3,4","10","","","","","","","standalone","","","","","","","","","","","","","","",""
"Apollo: A Game Inspired by NASA Moon Missions","313008","0","","0","1","0","0","0","0","0","0","0","4","","","","","","73547253","0","0","2.375","0","1313","thing","Apollo: A Game Inspired by NASA Moon Missions","2","5","60","60","30","2020","2,3","2,3","12+","","","","","","","standalone","","7.5","USD","","","2021-07-18","Meijer","1","Bought at Potawatomi","","","","","",""
"Arboretum","140934","0","","0","1","0","0","0","0","0","0","0","3","","","","","","73515757","0","0","2.1591","0","25544","thing","Arboretum","2","4","30","30","30","2015","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","8.1","USD","","","2020-08-07","Barnes & Noble","1","","","","","","",""
"Archaeology: The Card Game","31105","7.2","3","0","1","0","0","0","0","0","0","0","3","","","","","","40096620","0","0","1.3432","0","3712","thing","Archaeology: The Card Game","2","4","20","20","20","2007","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Archaeology: The New Expedition","191300","7.6","1","0","1","0","0","0","0","0","0","0","1","","","","","","58469878","0","0","1.2838","0","5135","thing","Archaeology: The New Expedition","2","5","20","20","20","2016","2,3,4,5","","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","16.99","USD","","","2019-02-12","Miniature Market","1","","","","","","",""
"Arkham Horror: The Card Game","205637","0","1","0","1","0","0","0","0","0","0","0","4","","","","","","39679657","0","0","3.4737","0","58398","thing","Arkham Horror: The Card Game","1","2","120","120","60","2016","1,2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","25","USD","","","2017-06-20","The Soldiery","1","","","","","","",""
"Ascension: Apprentice Edition","145633","7","","0","1","0","0","0","0","0","0","0","3","","","","","","55682360","0","0","1.9565","0","2335","thing","Ascension: Apprentice Edition","2","2","30","30","30","2013","1,2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","5.88","USD","","","","Amazon","1","","","","","","",""
"AttrAction","129946","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36158860","0","0","1.1667","0","426","thing","AttrAction","2","5","10","10","10","2012","2,3,4,5","2,3","6+","No necessary in-game text","","","","","","standalone","","","","","","2018-06-28","Origins","1","Free at Origins","","","","","",""
"Azul","230802","7.4","12","0","1","0","0","0","0","0","0","0","3","","","","","","50240974","0","0","1.7637","0","92679","thing","Azul","2","4","45","45","30","2017","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"BANG! The Dice Game","143741","5.8","1","0","1","0","0","0","0","0","0","0","3","","","","","","39226565","0","0","1.2781","0","33094","thing","BANG! The Dice Game","3","8","15","15","15","2013","5,6,7,8","6,7","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","12.11","USD","","","","Barnes & Noble","1","","","","","","",""
"Battle Line","760","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","34143478","0","0","1.8999","0","19720","thing","Battle Line","2","2","30","30","30","2000","2","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","18","USD","","","2015-11-25","Amazon","1","","","","","","",""
"Battleship","2425","3","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818274","0","0","1.2152","0","14285","thing","Battleship","2","2","30","30","30","1931","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Betrayal at House on the Hill","10547","7","3","0","1","0","0","0","0","0","0","0","1","","We enjoy playing this game but not from juast a strategic standpoint, but also from the storytelling that accompanies it.  The various scenarios play out differently with every play and if you can see the big picture of the game, it plays well.","","","","28941365","0","0","2.3862","0","63909","thing","Betrayal at House on the Hill","3","6","60","60","60","2004","3,4,5,6","5,6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Beyond Balderdash","1544","0","","0","1","0","0","0","0","0","0","0","3","","","","","","27818287","0","0","1.4734","0","4740","thing","Beyond Balderdash","2","6","45","45","45","1993","4,5,6","6","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Blink","1197","0","","0","1","0","0","0","0","0","0","0","3","","","","","","32432533","0","0","1.0694","0","4042","thing","Blink","2","3","10","10","10","1995","2,3","2","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Blokus","2453","7","5","0","1","0","0","0","0","0","0","0","3","","","","","","27818320","0","0","1.7619","0","32483","thing","Blokus","2","4","20","20","20","2000","2,4","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Blood Rage","170216","8.2","1","0","1","0","0","0","0","0","0","0","3","","","","","Looking for box in good condition","34322405","0","0","2.8777","0","44688","thing","Blood Rage","2","4","90","90","60","2015","3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","48","USD","","","2018-06-15","Origins","","Dented. Has Broken Token insert","","","","","",""
"Blood Rage: 5th Player Expansion","174506","0","","0","1","0","0","0","0","0","0","0","3","","","","","","71771842","0","0","2.6389","0","10600","thing","Blood Rage: 5th Player Expansion","5","5","90","90","60","2015","3,4,5","4,5","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","19.24","USD","","","2019-01-03","Amazon","1","","","","","","",""
"Blood Rage: Gods of Ásgard","174801","0","","0","1","0","0","0","0","0","0","0","3","","","","","","71771958","0","0","2.5862","0","10371","thing","Blood Rage: Gods of Ásgard","2","4","90","90","60","2015","3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Blood Rage: Mystics of Midgard","175100","0","","0","1","0","0","0","0","0","0","0","3","","","","","","71772031","0","0","2.6897","0","10519","thing","Blood Rage: Mystics of Midgard","2","4","90","90","60","2015","3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Blue Moon City","21882","0","","0","1","0","0","0","0","0","0","0","3","","","","","","71119236","0","0","2.296","0","8617","thing","Blue Moon City","2","4","50","50","30","2006","2,3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","9.99","USD","","","2020-05-06","Asmodee Online Store","1","","","","","","",""
"Bohnanza","11","6.9","1","0","1","0","0","0","0","0","0","0","4","","","","","","49795216","0","0","1.6751","0","59770","thing","Bohnanza","2","7","45","45","45","1997","3,4,5,6,7","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Boss Monster: The Dungeon Building Card Game","131835","6","","0","1","0","0","0","0","0","0","0","3","","","","","","27818239","0","0","1.8438","0","29738","thing","Boss Monster: The Dungeon Building Card Game","2","4","30","30","30","2013","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Bowling Solitaire","25314","0","","0","1","0","0","0","0","0","0","0","4","","","","","","35013574","0","0","1.5172","0","278","thing","Bowling Solitaire","1","1","30","30","30","1969","1","1","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"BraveRats","112373","0","1","0","1","0","0","0","0","0","0","0","4","Mentioned on the ""So Very Wrong About Games"" podcast","","","","","53341582","0","0","1.1415","0","4480","thing","BraveRats","2","2","15","15","15","2011","2","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","6.54","USD","","","","Amazon","1","","","","","","",""
"Brutal Kingdom","203405","0","","0","1","0","0","0","0","0","0","0","3","","","","","","58446898","0","0","1.8889","0","1211","thing","Brutal Kingdom","3","4","30","30","30","2016","3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","6.39","USD","","","2019-02-15","Half Price Books","1","","","","","","",""
"Ca$h 'n Guns (Second Edition)","155362","0","1","0","1","0","0","0","0","0","0","0","1","","","","","","39226605","0","0","1.2537","0","19413","thing","Ca$h 'n Guns (Second Edition)","4","8","30","30","30","2014","4,5,6,7,8","6,7,8","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Calimala","199383","0","1","0","1","0","0","0","0","0","0","0","4","","","","","","59779509","0","0","2.8103","0","2275","thing","Calimala","3","5","75","75","75","2017","3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","31.99","USD","","","2019-12-19","The Guardtower","1","","","","","","",""
"Camel Up","153938","7.2","1","0","1","0","0","0","0","0","0","0","4","","","","","","28923324","0","0","1.4738","0","30235","thing","Camel Up","2","8","30","30","20","2014","3,4,5,6,7,8","4,5","8+","No necessary in-game text","","","","","","standalone","","20","USD","","","","Books & Co.","","","","","","","",""
"Can't Stop","41","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","81214592","0","0","1.1553","0","12934","thing","Can't Stop","2","4","30","30","30","1980","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","32.99","USD","","","2021-03-31","Amazon","","","","","","","",""
"Canasta","17104","7","2","0","1","0","0","0","0","0","0","0","3","","","","","","55099110","0","0","2.1275","0","1467","thing","Canasta","2","6","45","45","45","1939","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Captain Sonar","171131","0","","0","1","0","0","0","0","0","0","0","4","","","","","","36177010","0","0","2.1639","0","23826","thing","Captain Sonar","2","8","60","60","45","2016","6,7,8","8","12+","No necessary in-game text","","","","","","standalone","","37.5","USD","","","","The Soldiery","","","","","","","",""
"Carcassonne","822","8","4","0","1","0","0","0","0","0","0","0","2","","","","","","27818493","0","0","1.9064","0","159580","thing","Carcassonne","2","5","45","45","30","2000","2,3,4,5","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Carcassonne: Expansion 1 – Inns & Cathedrals","2993","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","47941257","0","0","1.9291","0","43713","thing","Carcassonne: Expansion 1 – Inns & Cathedrals","2","6","60","60","60","2002","2,3,4,5,6","2,3","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Castle Panic","43443","6","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818219","0","0","1.6638","0","25029","thing","Castle Panic","1","6","60","60","60","2009","1,2,3,4,5,6","4","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"The Castles of Burgundy","84876","9","2","0","1","0","0","0","0","0","0","0","4","","","","","","29426001","0","0","3","0","66733","thing","The Castles of Burgundy","2","4","90","90","30","2011","2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Castles of Burgundy: The Card Game","191977","0","","0","1","0","0","0","0","0","0","0","1","","","","","","50196406","0","0","2.5746","0","12412","thing","The Castles of Burgundy: The Card Game","1","4","60","60","30","2016","1,2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Castles of Burgundy: The Dice Game","232988","0","","0","1","0","0","0","0","0","0","0","3","","","","","","57897336","0","0","1.8548","0","6354","thing","The Castles of Burgundy: The Dice Game","1","5","30","30","15","2017","1,2,3,4,5","1,2","8+","No necessary in-game text","","","","","","standalone","","10.69","USD","","","2019-01-26","Miniature Market","1","","","","","","",""
"Cat Lady","228504","7.5","4","1","1","0","0","0","0","0","0","0","3","","","","","","67514462","0","0","1.4737","0","7004","thing","Cat Lady","2","4","30","30","15","2017","2,3,4","","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","17.61","USD","","","2020-01-11","Amazon","1","","","","","","",""
"Catan","13","5.8","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818236","0","0","2.3139","0","165515","thing","Catan","3","4","120","120","60","1995","3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Cave Troll","4491","0","","0","1","0","0","0","0","0","0","0","4","","Secret Cabal Forgotten Board Game That Should Be Rediscovered","","","","58974554","0","0","1.9785","0","5960","thing","Cave Troll","2","4","60","60","20","2002","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","12","USD","","","2019-06-07","Miniature Market","1","Mega Clearance","","","","","",""
"Century: A New World","270970","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","66613074","0","0","2.1493","0","8078","thing","Century: A New World","2","4","45","45","30","2019","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","28.39","USD","","","2019-11-30","Miniature Market","1","","","","","","",""
"Century: Eastern Wonders","242574","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","53343410","0","0","2.1171","0","11828","thing","Century: Eastern Wonders","2","4","45","45","30","2018","2,3,4","","8+","No necessary in-game text","","","","","","standalone","","23.24","USD","","","","Amazon","1","","","","","","",""
"Century: Spice Road","209685","7.5","4","0","1","0","0","0","0","0","0","0","3","","","","","","42876887","0","0","1.7833","0","26164","thing","Century: Spice Road","2","5","45","45","30","2017","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","27","USD","","","2017-09-20","Miniature Market","1","","","","","","",""
"Champions of Midgard","172287","8.5","3","0","1","0","0","0","0","0","0","0","3","","","","","","38044127","0","0","2.5926","0","20727","thing","Champions of Midgard","2","4","90","90","60","2015","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","39.04","USD","","","2017-07-07","Amazon","1","","","","","","",""
"Champions of Midgard: Odin's Trial Promo Card","203464","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","44793739","0","0","3","0","1183","thing","Champions of Midgard: Odin's Trial Promo Card","2","4","90","90","60","2015","2,3,4","4","","","","","","","","expansion","","2.5","USD","","","2017-08-19","Gen Con 2017","1","","","","","","",""
"Champions of Midgard: The Dark Mountains","219787","7.5","","0","1","0","0","0","0","0","0","0","3","","","","","","44793698","0","0","2.3462","0","8161","thing","Champions of Midgard: The Dark Mountains","2","5","90","90","60","2017","2,3,4,5","4,5","10+","No necessary in-game text","","","","","","expansion","","17.49","USD","","","2017-08-13","Miniature Market","1","","","","","","",""
"Champions of Midgard: Valhalla","219788","8.2","","0","1","0","0","0","0","0","0","0","3","","","","","","44793715","0","0","2.8667","0","9281","thing","Champions of Midgard: Valhalla","2","4","120","120","60","2017","2,3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","20.99","USD","","","2017-08-13","Miniature Market","1","","","","","","",""
"Citadels","478","0","","0","1","0","0","0","0","0","0","0","3","","","","","","78156999","0","0","2.0524","0","66884","thing","Citadels","2","8","60","60","20","2000","2,3,4,5,6,7","5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","1","USD","","","2021-01-07","Goodwill","1","","","","","","",""
"Claim","233961","0","","0","1","0","0","0","0","0","0","0","4","","","","","","52946103","0","0","1.7164","0","7071","thing","Claim","2","2","25","25","25","2017","2","2","8+","No necessary in-game text","","","","","","standalone","","10.69","USD","","","2019-05-21","Miniature Market","1","","","","","","",""
"Clank!: A Deck-Building Adventure","201808","0","1","0","1","0","0","0","0","0","0","0","2","","","","","","42484276","0","0","2.2212","0","41179","thing","Clank!: A Deck-Building Adventure","2","4","60","60","30","2016","2,3,4","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","12","USD","","","2017-07-07","Amazon","","","","","","","",""
"Clue","1294","4","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818269","0","0","1.6563","0","32370","thing","Clue","2","6","45","45","45","1949","3,4,5,6","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Codenames","178900","7.5","1","0","1","0","0","0","0","0","0","0","2","","","","","","29524140","0","0","1.2797","0","117847","thing","Codenames","2","8","15","15","15","2015","4,5,6,7,8","6,8","10+","Unplayable in another language","","","","","","standalone","","19.95","USD","","","2015-10-27","Amazon","1","","","","","","",""
"Codenames: Duet","224037","7.9","2","0","1","0","0","0","0","0","0","0","3","","","","","","65460757","0","0","1.3446","0","32451","thing","Codenames: Duet","2","2","30","30","15","2017","2","2","12+","Unplayable in another language","","","","","","standalone","","9.53","USD","","","2019-11-02","Amazon","1","","","","","","",""
"Codenames: Pictures","198773","8","1","0","1","0","0","0","0","0","0","0","3","","","","","","39406165","0","0","1.25","0","31824","thing","Codenames: Pictures","2","8","15","15","15","2016","4,5,6,7,8","6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Concept","147151","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","41572756","0","0","1.3912","0","26091","thing","Concept","4","12","40","40","40","2013","3,4,5,6,7,8,9,10,11,12","6","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","20","USD","","","","Books & Co.","","","","","","","",""
"Cosmic Encounter","39463","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42399984","0","0","2.5761","0","35617","thing","Cosmic Encounter","3","5","120","120","60","2008","4,5","5","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Cosmic Encounter: Cosmic Conflict","87507","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44433336","0","0","2.8276","0","7961","thing","Cosmic Encounter: Cosmic Conflict","3","7","60","60","60","2011","4,5,6,7","5,6","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Cosmic Encounter: Cosmic Dominion","153971","0","","0","1","0","0","0","0","0","0","0","3","","","","","","83063843","0","0","3.0476","0","6352","thing","Cosmic Encounter: Cosmic Dominion","3","5","60","60","60","2014","4,5","5","8+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","12.49","USD","","","2021-06-13","Half Price Books","1","Unopened when purchased.","","","","","",""
"Cosmic Encounter: Cosmic Incursion","61001","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44433274","0","0","2.6796","0","11324","thing","Cosmic Encounter: Cosmic Incursion","3","6","60","60","60","2010","4,5,6","5,6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"The Crew: The Quest for Planet Nine","284083","0","","0","1","0","0","0","0","0","0","0","4","","","","","","68770338","0","0","1.9937","0","47820","thing","The Crew: The Quest for Planet Nine","2","5","20","20","20","2019","3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","14.95","USD","","","2020-04-27","Miniature Market","1","","","","","","",""
"Crokinole","521","8","1","0","1","0","0","0","0","0","0","0","4","","","","","","27818528","0","0","1.25","0","11803","thing","Crokinole","2","4","30","30","30","1876","2,4","2,4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Crusaders: Thy Will Be Done","170624","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","65715477","0","0","2.4364","0","4693","thing","Crusaders: Thy Will Be Done","2","4","60","60","40","2018","2,3,4","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","30","USD","","","2019-10-09","Miniature Market","1","","","","","","",""
"Crypt","250442","7","1","0","1","0","0","0","0","0","0","0","4","","","","","","54402804","0","0","1.5172","0","5765","thing","Crypt","1","4","35","35","20","2018","1,2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","10","USD","","","2019-04-17","Craig’s List","1","NiB","","","","","",""
"Cryptid","246784","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","82045318","0","0","2.2131","0","12524","thing","Cryptid","3","5","50","50","30","2018","3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","31.5","USD","","","2021-04-25","The Guardtower","","","","","","","",""
"CUPONK","71402","5","","0","1","0","0","0","0","0","0","0","3","","","","","","44073412","0","0","1.125","0","243","thing","CUPONK","1","0","15","15","15","2010","","","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Dastardly Dirigibles","193485","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42508570","0","0","1.5385","0","1148","thing","Dastardly Dirigibles","2","5","60","60","60","2016","3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Dead of Winter: A Crossroads Game","150376","0","1","4","1","0","0","0","0","0","0","0","2","","","","","","27819174","0","0","3.0118","0","56217","thing","Dead of Winter: A Crossroads Game","2","5","120","120","60","2014","3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Dead of Winter: The Long Night","193037","0","","0","1","0","0","0","0","0","0","0","3","","","","","","60975407","0","0","3.3713","0","18924","thing","Dead of Winter: The Long Night","2","5","120","120","60","2016","3,4,5","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","13.49","USD","","","2019-05-27","Barnes & Noble","1","","","","","","",""
"Decrypto","225694","0","","0","1","0","0","0","0","0","0","0","3","","","","","","86974472","0","0","1.7992","0","22867","thing","Decrypto","3","8","45","45","15","2018","4,5,6,7,8","4,6","10+","Unplayable in another language","","","","","","standalone","","9.99","USD","","","2021-10-22","Half Price Books","","","","","","","",""
"Deep Sea Adventure","169654","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","39289143","0","0","1.1684","0","19156","thing","Deep Sea Adventure","2","6","30","30","30","2014","3,4,5,6","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Deep Space D-6","183571","0","","0","1","0","0","0","0","0","0","0","4","","","","","","36214595","0","0","1.7053","0","6281","thing","Deep Space D-6","1","1","30","30","30","2015","1","1","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","Gen Con 2019","","","","","","","",""
